email_text,label
Limited time offer! Get 66% off on your purchase. Click here.,spam
Let's catch up over dinner this weekend.,ham
Project update: please review the latest changes.,ham
Reminder: Your appointment is on 21/04/2026.,ham
Limited time offer! Get 42% off on your purchase. Click here.,spam
"Hi, just checking in about the meeting scheduled on 12/04/2026.",ham
Congratulations! You have won a $701 prize. Claim now.,spam
Team meeting scheduled for 13/04/2026. Please attend.,ham
Exclusive deal just for you. Win $3943 cash now.,spam
Please find attached the report for review.,ham
Reminder: Your appointment is on 26/04/2026.,ham
"Hi, just checking in about the meeting scheduled on 17/04/2026.",ham
Please find attached the report for review.,ham
Team meeting scheduled for 2/04/2026. Please attend.,ham
Team meeting scheduled for 10/04/2026. Please attend.,ham
The payment of $1622 has been successfully processed.,ham
Team meeting scheduled for 19/04/2026. Please attend.,ham
You are selected for a lottery of $3816. Urgent response needed.,spam
Let's catch up over dinner this weekend.,ham
Please find attached the report for review.,ham
Project update: please review the latest changes.,ham
Reminder: Your appointment is on 19/04/2026.,ham
Limited time offer! Get 38% off on your purchase. Click here.,spam
Congratulations! You have won a $3721 prize. Claim now.,spam
Act now! Claim your free reward worth $4946.,spam
Please find attached the report for review.,ham
The payment of $968 has been successfully processed.,ham
Limited time offer! Get 10% off on your purchase. Click here.,spam
Reminder: Your appointment is on 23/04/2026.,ham
Reminder: Your appointment is on 27/04/2026.,ham
Act now! Claim your free reward worth $4826.,spam
The payment of $1472 has been successfully processed.,ham
Please find attached the report for review.,ham
Reminder: Your appointment is on 19/04/2026.,ham
Reminder: Your appointment is on 25/04/2026.,ham
Let's catch up over dinner this weekend.,ham
Please find attached the report for review.,ham
Reminder: Your appointment is on 21/04/2026.,ham
Reminder: Your appointment is on 15/04/2026.,ham
Congratulations! You have won a $2462 prize. Claim now.,spam
Exclusive deal just for you. Win $219 cash now.,spam
"Hi, just checking in about the meeting scheduled on 12/04/2026.",ham
You are selected for a lottery of $3260. Urgent response needed.,spam
The payment of $771 has been successfully processed.,ham
Reminder: Your appointment is on 13/04/2026.,ham
Reminder: Your appointment is on 13/04/2026.,ham
Project update: please review the latest changes.,ham
The payment of $1228 has been successfully processed.,ham
The payment of $499 has been successfully processed.,ham
Limited time offer! Get 17% off on your purchase. Click here.,spam
The payment of $766 has been successfully processed.,ham
Project update: please review the latest changes.,ham
The payment of $1627 has been successfully processed.,ham
You are selected for a lottery of $2536. Urgent response needed.,spam
Project update: please review the latest changes.,ham
Limited time offer! Get 18% off on your purchase. Click here.,spam
You are selected for a lottery of $4648. Urgent response needed.,spam
Act now! Claim your free reward worth $2484.,spam
"Hi, just checking in about the meeting scheduled on 28/04/2026.",ham
Limited time offer! Get 41% off on your purchase. Click here.,spam
Congratulations! You have won a $3401 prize. Claim now.,spam
You are selected for a lottery of $2563. Urgent response needed.,spam
You are selected for a lottery of $1593. Urgent response needed.,spam
Team meeting scheduled for 15/04/2026. Please attend.,ham
Act now! Claim your free reward worth $4664.,spam
Please find attached the report for review.,ham
Limited time offer! Get 49% off on your purchase. Click here.,spam
Reminder: Your appointment is on 2/04/2026.,ham
The payment of $1877 has been successfully processed.,ham
Let's catch up over dinner this weekend.,ham
"Hi, just checking in about the meeting scheduled on 24/04/2026.",ham
Limited time offer! Get 27% off on your purchase. Click here.,spam
Limited time offer! Get 46% off on your purchase. Click here.,spam
Limited time offer! Get 13% off on your purchase. Click here.,spam
"Hi, just checking in about the meeting scheduled on 11/04/2026.",ham
You are selected for a lottery of $1507. Urgent response needed.,spam
Reminder: Your appointment is on 27/04/2026.,ham
You are selected for a lottery of $3650. Urgent response needed.,spam
Team meeting scheduled for 20/04/2026. Please attend.,ham
Congratulations! You have won a $503 prize. Claim now.,spam
"Hi, just checking in about the meeting scheduled on 10/04/2026.",ham
Act now! Claim your free reward worth $455.,spam
Congratulations! You have won a $4877 prize. Claim now.,spam
Reminder: Your appointment is on 11/04/2026.,ham
The payment of $449 has been successfully processed.,ham
Reminder: Your appointment is on 21/04/2026.,ham
Exclusive deal just for you. Win $4406 cash now.,spam
You are selected for a lottery of $747. Urgent response needed.,spam
Exclusive deal just for you. Win $1229 cash now.,spam
Please find attached the report for review.,ham
You are selected for a lottery of $1642. Urgent response needed.,spam
Team meeting scheduled for 16/04/2026. Please attend.,ham
Please find attached the report for review.,ham
Limited time offer! Get 49% off on your purchase. Click here.,spam
"Hi, just checking in about the meeting scheduled on 6/04/2026.",ham
Project update: please review the latest changes.,ham
You are selected for a lottery of $2271. Urgent response needed.,spam
Project update: please review the latest changes.,ham
Exclusive deal just for you. Win $3014 cash now.,spam
Act now! Claim your free reward worth $1425.,spam
"Hi, just checking in about the meeting scheduled on 22/04/2026.",ham
Project update: please review the latest changes.,ham
Please find attached the report for review.,ham
Congratulations! You have won a $148 prize. Claim now.,spam
Let's catch up over dinner this weekend.,ham
Reminder: Your appointment is on 23/04/2026.,ham
Exclusive deal just for you. Win $595 cash now.,spam
You are selected for a lottery of $4785. Urgent response needed.,spam
Team meeting scheduled for 5/04/2026. Please attend.,ham
You are selected for a lottery of $2313. Urgent response needed.,spam
Congratulations! You have won a $2638 prize. Claim now.,spam
Project update: please review the latest changes.,ham
Please find attached the report for review.,ham
Reminder: Your appointment is on 24/04/2026.,ham
Project update: please review the latest changes.,ham
"Hi, just checking in about the meeting scheduled on 8/04/2026.",ham
You are selected for a lottery of $2817. Urgent response needed.,spam
Project update: please review the latest changes.,ham
Congratulations! You have won a $3497 prize. Claim now.,spam
Team meeting scheduled for 22/04/2026. Please attend.,ham
Congratulations! You have won a $2349 prize. Claim now.,spam
Reminder: Your appointment is on 17/04/2026.,ham
Limited time offer! Get 22% off on your purchase. Click here.,spam
Team meeting scheduled for 27/04/2026. Please attend.,ham
Project update: please review the latest changes.,ham
Project update: please review the latest changes.,ham
Project update: please review the latest changes.,ham
Let's catch up over dinner this weekend.,ham
Team meeting scheduled for 19/04/2026. Please attend.,ham
Let's catch up over dinner this weekend.,ham
Team meeting scheduled for 16/04/2026. Please attend.,ham
Team meeting scheduled for 25/04/2026. Please attend.,ham
Please find attached the report for review.,ham
Team meeting scheduled for 6/04/2026. Please attend.,ham
Project update: please review the latest changes.,ham
Congratulations! You have won a $820 prize. Claim now.,spam
Limited time offer! Get 14% off on your purchase. Click here.,spam
Reminder: Your appointment is on 2/04/2026.,ham
Reminder: Your appointment is on 20/04/2026.,ham
Please find attached the report for review.,ham
The payment of $1070 has been successfully processed.,ham
Project update: please review the latest changes.,ham
Exclusive deal just for you. Win $1943 cash now.,spam
Exclusive deal just for you. Win $2982 cash now.,spam
Let's catch up over dinner this weekend.,ham
Please find attached the report for review.,ham
Let's catch up over dinner this weekend.,ham
Congratulations! You have won a $800 prize. Claim now.,spam
Exclusive deal just for you. Win $246 cash now.,spam
Team meeting scheduled for 6/04/2026. Please attend.,ham
Reminder: Your appointment is on 6/04/2026.,ham
Act now! Claim your free reward worth $490.,spam
"Hi, just checking in about the meeting scheduled on 21/04/2026.",ham
Let's catch up over dinner this weekend.,ham
The payment of $1341 has been successfully processed.,ham
Team meeting scheduled for 9/04/2026. Please attend.,ham
Limited time offer! Get 45% off on your purchase. Click here.,spam
Team meeting scheduled for 1/04/2026. Please attend.,ham
Please find attached the report for review.,ham
Reminder: Your appointment is on 2/04/2026.,ham
Reminder: Your appointment is on 7/04/2026.,ham
The payment of $1825 has been successfully processed.,ham
Let's catch up over dinner this weekend.,ham
Project update: please review the latest changes.,ham
"Hi, just checking in about the meeting scheduled on 20/04/2026.",ham
You are selected for a lottery of $420. Urgent response needed.,spam
Exclusive deal just for you. Win $499 cash now.,spam
"Hi, just checking in about the meeting scheduled on 1/04/2026.",ham
Limited time offer! Get 69% off on your purchase. Click here.,spam
Exclusive deal just for you. Win $2031 cash now.,spam
Congratulations! You have won a $4250 prize. Claim now.,spam
Reminder: Your appointment is on 7/04/2026.,ham
The payment of $597 has been successfully processed.,ham
Team meeting scheduled for 10/04/2026. Please attend.,ham
Reminder: Your appointment is on 25/04/2026.,ham
You are selected for a lottery of $3606. Urgent response needed.,spam
Project update: please review the latest changes.,ham
Act now! Claim your free reward worth $2241.,spam
"Hi, just checking in about the meeting scheduled on 19/04/2026.",ham
